File,Subject,Gender,Emotion,Emotion_Id,spikes_mel_spect,mean_mel_spect,min_mel_spect,max_mel_spect,var_mel_spect,std_mel_spect,sum_mel_spect,spikes_chroma_stft,mean_chroma_stft,var_chroma_stft,std_chroma_stft,sum_chroma_stft,spikes_rms,mean_rms,max_rms,var_rms,std_rms,sum_rms,spikes_spec_cent,mean_spec_cent,min_spec_cent,max_spec_cent,var_spec_cent,std_spec_cent,sum_spec_cent,spikes_spec_bw,mean_spec_bw,min_spec_bw,max_spec_bw,var_spec_bw,std_spec_bw,sum_spec_bw,spikes_spec_rolloff,mean_spec_rolloff,min_spec_rolloff,max_spec_rolloff,var_spec_rolloff,std_spec_rolloff,sum_spec_rolloff,spikes_spec_cont,mean_spec_cont,min_spec_cont,max_spec_cont,var_spec_cont,std_spec_cont,sum_spec_cont,spikes_zcr,mean_zcr,min_zcr,max_zcr,var_zcr,std_zcr,sum_zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
eNTERFACE05_Dataset\subject_38_m\anger\sentence,4\s38_an_4,38,m,anger,0,889,1.492906928062439,4.490132710088801e-10,467.3812561035156,124.0276870727539,11.136772155761719,20097.513671875,456,0.3051464855670929,0.10038008540868759,0.3168281614780426,388.1463317871094,65,0.0677294060587883,0.13838708400726318,0.0021090153604745865,0.04592401906847954,7.179316997528076,39,2002.0560265309716,1071.4037419690324,4746.374623878999,443820.273784562,666.1983741983779,212217.93881228298,41,1974.0439866702236,1363.4321500973185,2983.192755460221,214876.11550318805,463.5473174371609,209248.6625870437,40,3962.4140901385613,1970.2880859375,7418.1884765625,2210353.6415351015,1486.7258124937166,420015.8935546875,269,20.852415635837396,5.860493686893143,45.12500345226778,63.82266816456223,7.988909072242732,15472.492401791347,48,0.0910598466981132,0.0283203125,0.1728515625,0.0013547764421994683,0.03680728789519092,9.65234375,-263.93194580078125,102.26087188720703,-34.536373138427734,10.976518630981445,-13.485610961914062,-0.9828967452049255,-18.74173355102539,-2.1650702953338623,-24.58241844177246,-3.147580623626709,-14.626258850097656,-1.8843140602111816,-10.384550094604492,-5.366746425628662,-3.2732746601104736,-2.657810926437378,-10.821361541748047,-3.7988741397857666,-9.141305923461914,3.3810439109802246
eNTERFACE05_Dataset\subject_38_m\anger\sentence,5\s38_an_5,38,m,anger,0,835,1.3698370456695557,5.343595566031922e-10,340.0837707519531,145.01026916503906,12.042020797729492,20180.439453125,497,0.31072428822517395,0.10301008820533752,0.3209518492221832,432.5282287597656,60,0.06340383738279343,0.15445850789546967,0.0020810372661799192,0.045618388801813126,7.35484504699707,44,2068.5095469811426,1110.3569954525096,3832.2316837274147,440637.4701842535,663.8052953873248,239947.10744981252,49,2055.793068484266,1352.3653333892516,3059.9406322754253,167297.5058354469,409.0201777852126,238471.99594417482,46,4118.596359779095,1550.390625,7407.421875,2359914.287637197,1536.2012523224935,477757.177734375,307,20.975768036036882,6.034571427969857,44.03359775951142,58.45886841440016,7.645839941719952,17032.32364526195,43,0.09433930495689655,0.01904296875,0.22705078125,0.002249867822554108,0.047432771609448546,10.943359375,-270.40380859375,94.35098266601562,-31.07438850402832,24.426715850830078,-1.857463002204895,4.498661041259766,-22.62906837463379,-4.090269565582275,-21.938472747802734,-3.079411029815674,-16.27548599243164,-0.11563137173652649,-4.753429889678955,-5.108907699584961,-9.299965858459473,-0.49349281191825867,-10.926582336425781,-4.040938854217529,-10.610392570495605,-4.2108049392700195
eNTERFACE05_Dataset\subject_38_m\disgust\sentence,1\s38_di_1,38,m,disgust,1,1172,0.08759547770023346,5.057007590458795e-10,61.134185791015625,1.01410710811615,1.0070288181304932,2269.423583984375,1037,0.4206363558769226,0.09320779889822006,0.3052995204925537,1029.7177734375,93,0.013602210208773613,0.054807987064123154,0.0002067843306576833,0.014379997737705708,2.774850845336914,105,2479.9101981328727,1043.6690711967208,5573.731684502714,782705.0668543885,884.7062036938526,505901.68041910604,101,2382.056128611773,1446.0609225068665,3082.1337661115226,270246.84333448525,519.852713116403,485939.45023680176,111,5139.468922334559,1991.8212890625,8225.68359375,3631471.614991299,1905.6420479700007,1048451.66015625,513,20.00758988937733,5.625332252052715,50.88459582363648,64.17261371311467,8.010781092572351,28570.838362030827,102,0.11455221737132353,0.02392578125,0.37451171875,0.004527534735244037,0.06728695813635832,23.36865234375,-425.0801086425781,82.99072265625,-10.381746292114258,28.884674072265625,10.82066535949707,12.695775985717773,-13.091150283813477,0.9522444009780884,-18.362215042114258,6.768407344818115,-7.440187454223633,1.625982642173767,-5.619227886199951,-0.3140449523925781,0.92679363489151,3.069354772567749,-10.280774116516113,-1.5451003313064575,-3.8656485080718994,-4.001466274261475
eNTERFACE05_Dataset\subject_38_m\disgust\sentence,2\s38_di_2,38,m,disgust,1,652,0.050530049949884415,4.875810311055773e-10,16.423105239868164,0.22273887693881989,0.4719521999359131,603.2277221679688,420,0.35063090920448303,0.10010939836502075,0.3164007067680359,395.51165771484375,48,0.012510990723967552,0.029479512944817543,6.80100783938542e-05,0.008246822282671928,1.1760331392288208,36,2252.4855087653677,879.7022610761146,4765.872619142074,1072562.8409167046,1035.6460982964716,211733.63782394456,40,2165.5120203830056,1400.8093575898833,3233.280871733341,295934.38910449453,543.9985193954985,203558.1299160025,37,4432.747309258643,1259.6923828125,8656.34765625,4000097.200773983,2000.0243000458727,416678.2470703125,257,21.120905573554555,5.100578082203499,45.5505582199106,59.4260421062162,7.708828841413992,13897.555867398898,33,0.09588493184840426,0.017578125,0.30615234375,0.004986012154652987,0.07061169984254016,9.01318359375,-412.4972839355469,92.79095458984375,-13.016474723815918,46.29022216796875,11.174226760864258,3.7335426807403564,-17.82535743713379,3.912431478500366,-19.110553741455078,6.329554080963135,-16.348896026611328,-0.7434045672416687,-6.184340000152588,3.0708158016204834,-3.1447701454162598,4.192112922668457,-12.020759582519531,-0.8808892369270325,-5.82456636428833,-4.450830459594727
eNTERFACE05_Dataset\subject_38_m\disgust\sentence,3\s38_di_3,38,m,disgust,1,404,0.4588867425918579,6.521811979354197e-10,173.27610778808594,22.840621948242188,4.779186248779297,3846.388671875,283,0.28663170337677,0.09521877765655518,0.3085753917694092,227.01229858398438,29,0.03325352445244789,0.10274211317300797,0.0008783615194261074,0.029637165367603302,2.194732666015625,29,2020.931709612292,959.6043454693257,3890.989393859105,443638.2101385603,666.0617164636925,133381.49283441127,27,2100.5521969697757,1359.1323285715,3134.999594768609,168310.27050632416,410.25634730778285,138636.4450000052,31,4177.44140625,1378.125,7644.287109375,2312889.754284512,1520.8187775946587,275711.1328125,186,21.88917496746422,7.324801287149196,40.82442494964265,53.2434899975763,7.296813688013166,10112.798834968471,22,0.08460582386363637,0.037109375,0.2421875,0.0019487940575465684,0.044145147610429036,5.583984375,-347.86260986328125,96.17860412597656,-26.538740158081055,9.801342964172363,-16.676481246948242,8.824700355529785,-17.222625732421875,-2.2917745113372803,-17.69679069519043,0.7052542567253113,-6.564304351806641,-0.36501041054725647,-6.640565395355225,-4.463085651397705,-5.074562072753906,1.3751715421676636,-12.900958061218262,-3.783846378326416,-4.194629669189453,-3.811206579208374
eNTERFACE05_Dataset\subject_38_m\disgust\sentence,4\s38_di_4,38,m,disgust,1,476,0.22464312613010406,6.2838584335978e-10,80.5700912475586,6.491398334503174,2.5478222370147705,2510.611572265625,440,0.3732369840145111,0.1022692322731018,0.3197956085205078,394.13824462890625,37,0.024181842803955078,0.07588934153318405,0.0004956339835189283,0.02226283773779869,2.128002166748047,34,2906.9006149320453,1437.3048948967262,5051.733981254008,864242.220729899,929.6462879665035,255807.25411401998,39,2417.037969909703,1580.7993931061449,3193.7940915844224,171215.7793827353,413.7822850035212,212699.34135205386,45,5672.041459517045,2939.2822265625,8333.349609375,1954052.0714839136,1397.8741257652327,499139.6484375,213,19.539337259682593,6.1698448888643656,42.042709287547645,67.13191516016374,8.193406810366719,12036.231751964478,35,0.13414417613636365,0.04736328125,0.396484375,0.005400737455068542,0.07348970985837773,11.8046875,-355.60791015625,54.5574951171875,-8.094674110412598,54.03193664550781,1.4550021886825562,11.048215866088867,-30.424421310424805,1.1487195491790771,-13.588330268859863,-0.641895055770874,-14.19421672821045,-4.797990322113037,-10.351716041564941,3.9323348999023438,-5.455333232879639,-3.1185076236724854,-15.44522762298584,0.9388618469238281,-4.468274116516113,-7.296716213226318
eNTERFACE05_Dataset\subject_38_m\disgust\sentence,5\s38_di_5,38,m,disgust,1,346,0.21529823541641235,5.781421452688562e-10,62.493675231933594,3.6814093589782715,1.918699860572815,1558.5439453125,268,0.4050263464450836,0.09133735299110413,0.3022207021713257,277.03802490234375,22,0.02080981619656086,0.07371879369020462,0.0005556818214245141,0.023572904989123344,1.1861594915390015,29,2723.1383108565597,1208.7594459156398,5150.476225428804,858038.3778433428,926.3036099699401,155218.8837188239,27,2427.601980316909,1724.8849435839577,3042.831455039465,206514.19277732715,454.4383267037752,138373.3128780638,33,5358.1787109375,1873.388671875,7719.6533203125,3444285.035509812,1855.8785077450011,305416.1865234375,135,19.690182523995983,6.358062913978543,42.14665085701342,57.3009038611821,7.5697360496375365,7856.382827074397,25,0.1494140625,0.044921875,0.33984375,0.005214825011136239,0.07221374530611356,8.5166015625,-385.87042236328125,73.83270263671875,-8.246337890625,19.03634262084961,-14.271358489990234,14.788402557373047,-15.960616111755371,-1.8454768657684326,-20.41892433166504,5.6569037437438965,-3.820415735244751,5.077376365661621,-9.23331069946289,-1.9318628311157227,-6.8514275550842285,1.185441493988037,-12.028861045837402,0.714562177658081,-5.655383110046387,-3.069108009338379
eNTERFACE05_Dataset\subject_38_m\fear\sentence,1\s38_fe_1,38,m,fear,2,676,0.05134253203868866,2.931677400841437e-10,30.957786560058594,0.3118916153907776,0.5584725737571716,815.0626831054688,586,0.3616976737976074,0.10426882654428482,0.32290685176849365,542.5465087890625,57,0.010981974191963673,0.03840003162622452,0.00010524068784434348,0.01025868859142065,1.3727468252182007,56,2283.6340011313723,879.3025336995977,5949.17137453907,1123777.695316259,1060.0838152317292,285454.25014142157,58,2288.775239129461,1407.2153212494234,3095.724497766861,291871.48887810105,540.2513201076894,286096.90489118267,61,4725.418359375,1227.392578125,8397.94921875,4415322.046321333,2101.266771812026,590677.294921875,333,20.58317022827957,5.1648202625511725,44.04491815170055,61.492986514844866,7.841746394448425,18010.273949744624,41,0.0997890625,0.01220703125,0.51611328125,0.008444219726562499,0.09189243563298613,12.4736328125,-442.40380859375,94.85511779785156,-6.143484115600586,25.163721084594727,4.191889762878418,9.528129577636719,-14.142099380493164,6.206995010375977,-21.342073440551758,3.6228127479553223,-9.768999099731445,6.417852878570557,-2.818851947784424,4.613086223602295,1.4962153434753418,2.1288883686065674,-10.0823392868042,-2.157532215118408,-3.9943645000457764,-2.333782196044922
eNTERFACE05_Dataset\subject_38_m\fear\sentence,2\s38_fe_2,38,m,fear,2,695,0.06795957684516907,4.856750002169008e-10,44.864646911621094,0.5736121535301208,0.7573719024658203,819.9322509765625,462,0.359849750995636,0.0953839123249054,0.30884286761283875,410.2287292480469,41,0.014737182296812534,0.050606053322553635,0.00010805029887706041,0.010394725017249584,1.4000322818756104,34,2467.9951158220438,993.1268201486814,5601.295243809952,1566852.1083516919,1251.7396328117488,234459.53600309417,42,2031.3261973228807,1339.7511018589632,2868.697150754209,179442.18447323874,423.60616670822765,192975.98874567368,38,4464.399671052632,1690.3564453125,8602.5146484375,3501045.53891853,1871.1081045515596,424117.96875,278,21.551453982395753,5.057979736122334,48.72351918562756,67.18685170372,8.196758609579765,14331.716898293176,33,0.13061266447368422,0.015625,0.46142578125,0.013407796928426897,0.11579204173183448,12.408203125,-370.6441650390625,85.89263153076172,-27.10942840576172,35.4716796875,0.8576468825340271,4.272719383239746,-17.82771110534668,-3.480381965637207,-23.460739135742188,11.1412992477417,-8.852095603942871,6.315619945526123,-5.211082935333252,0.6007252335548401,1.133161187171936,7.251158237457275,-17.156597137451172,-6.237264633178711,-4.662878513336182,-5.553864479064941
eNTERFACE05_Dataset\subject_38_m\fear\sentence,3\s38_fe_3,38,m,fear,2,417,0.21903230249881744,5.125227464652937e-10,112.08399200439453,6.205048084259033,2.4909934997558594,2253.185302734375,422,0.4155008792877197,0.09766914695501328,0.3125206232070923,403.8668518066406,32,0.02132093533873558,0.06294254213571548,0.000539287575520575,0.02322256565093994,1.726995825767517,39,2630.4155687878706,1070.6011841197028,4741.948709262964,823856.9292184835,907.6656483631423,213063.6610718175,41,2343.3393107415245,1409.8688986294821,3072.5730776632176,291077.58412142406,539.5160647482372,189810.4841700635,40,5172.620985243056,2088.720703125,7590.4541015625,3398691.2796379607,1843.553980668307,418982.2998046875,217,20.13990790488367,6.190312060407363,51.43773257937204,63.971940248462026,7.998246073262689,11419.327782069042,31,0.12564501350308643,0.021484375,0.271484375,0.004511172843041208,0.06716526515276484,10.17724609375,-405.9333190917969,70.1039047241211,-17.871152877807617,40.873512268066406,13.232322692871094,2.3410115242004395,-13.72019100189209,-0.2186274379491806,-16.600820541381836,1.8898627758026123,-14.393572807312012,0.2279478907585144,-6.481579303741455,-2.6194632053375244,-2.9123096466064453,-2.2145228385925293,-11.00770378112793,-0.4687288999557495,-10.810227394104004,-6.0703959465026855
eNTERFACE05_Dataset\subject_38_m\fear\sentence,4\s38_fe_4,38,m,fear,2,661,0.2573765516281128,4.659791996708407e-10,106.73365783691406,7.513255596160889,2.7410318851470947,4118.53955078125,673,0.4226728081703186,0.09508618712425232,0.3083604872226715,639.081298828125,42,0.02001442387700081,0.08216830343008041,0.0007109197904355824,0.026663079857826233,2.521817445755005,60,2323.3771173566392,1056.4811198765688,3682.619961420677,786236.4328600067,886.6997422239428,292745.51678693655,64,2368.7532952871743,1367.4808423106008,3249.390984617169,338877.3868910385,582.1317607647245,298462.91520618397,62,4873.42529296875,1894.921875,7461.2548828125,4579723.605662584,2140.028879632839,614051.5869140625,314,19.40214049817867,6.174273724615806,60.13989911014315,59.84512602745598,7.7359631609422745,17112.68791939359,62,0.1104368179563492,0.021484375,0.26904296875,0.0036846951051934533,0.06070168947561059,13.9150390625,-434.9664611816406,94.94255828857422,-6.377392768859863,16.39105987548828,6.794174671173096,5.830197334289551,-9.907841682434082,3.70060396194458,-18.54793930053711,2.219243288040161,-8.332942008972168,6.244230270385742,-0.03820199891924858,-4.265584468841553,-0.636163055896759,-0.14530837535858154,-5.701982021331787,1.6712062358856201,-4.7431230545043945,-4.826112747192383
eNTERFACE05_Dataset\subject_38_m\fear\sentence,5\s38_fe_5,38,m,fear,2,784,0.14722773432731628,6.451336687085529e-10,66.15814208984375,2.2458653450012207,1.4986211061477661,2262.448486328125,603,0.3746357262134552,0.09679431468248367,0.31111785769462585,543.9710693359375,63,0.019742511212825775,0.05889825150370598,0.0002728111285250634,0.016516994684934616,2.3888437747955322,54,2275.1291687084727,1083.5564498944561,4127.30541730112,442000.28986751294,664.8310235447146,275290.62941372517,59,2273.362473708311,1531.8887381295547,3015.125869510819,153502.2271008947,391.79360267989915,275076.8593187056,59,4723.7797004132235,2045.654296875,7493.5546875,2245486.4905292676,1498.4947415754477,571577.34375,303,20.216382472054935,5.8202886653015256,43.911589595442614,62.37139016613471,7.8975559615703075,17123.27595383053,41,0.0866679041838843,0.013671875,0.20947265625,0.0022160913292709147,0.047075379225991525,10.48681640625,-371.0491638183594,86.67990112304688,-18.424772262573242,36.99638366699219,7.929423809051514,5.4396891593933105,-20.914918899536133,0.6302462220191956,-19.210975646972656,10.345184326171875,-11.13908576965332,0.2482769936323166,-6.379040718078613,-2.3338282108306885,-4.857082366943359,-0.7351201176643372,-11.548611640930176,-1.9576542377471924,-4.84710168838501,-2.676730155944824
eNTERFACE05_Dataset\subject_38_m\happiness\sentence,1\s38_ha_1,38,m,happiness,3,648,0.2110120952129364,5.339735320575301e-10,106.6200942993164,6.2538886070251465,2.50077748298645,3349.81689453125,583,0.36489054560661316,0.09098336845636368,0.3016344904899597,547.3358154296875,43,0.0194409117102623,0.09846621006727219,0.0005612404202111065,0.023690512403845787,2.4301140308380127,63,2311.687723862507,1047.3537489674338,4582.534294619247,517051.7904402084,719.06313383472,288960.96548281336,54,2300.086353279454,1524.990697245637,3041.321548704178,202356.20680467362,449.84020141009364,287510.7941599318,64,4763.4029296875,1873.388671875,7224.3896484375,2610658.8634680184,1615.7533423972914,595425.3662109375,309,20.007105169253673,6.267770577352092,42.80661179416981,61.42241698551537,7.837245497336125,17506.217023096964,57,0.0949609375,0.01318359375,0.23486328125,0.0021791595458984375,0.04668146897751224,11.8701171875,-400.0417175292969,85.20626831054688,-10.125628471374512,34.21797180175781,3.429666519165039,5.718524932861328,-16.822288513183594,0.8782616853713989,-13.782161712646484,1.6444263458251953,-9.326751708984375,0.9604201316833496,-7.677278518676758,0.29247787594795227,1.8662693500518799,-6.040911674499512,-11.207897186279297,-0.20084598660469055,-8.414421081542969,-3.991238832473755
eNTERFACE05_Dataset\subject_38_m\happiness\sentence,2\s38_ha_2,38,m,happiness,3,897,0.37451106309890747,5.390622392908995e-10,156.5938720703125,13.073066711425781,3.6156694889068604,5992.92626953125,586,0.35243532061576843,0.09321767091751099,0.30531570315361023,532.8822021484375,58,0.030812164768576622,0.11395247280597687,0.0007161746616475284,0.026761440560221672,3.8823328018188477,50,2089.5634487673233,1076.0246751573254,5246.705445790362,672702.1014996724,820.1841875455003,263284.99454468273,58,2086.012072816862,1172.8246031951114,3048.526817662526,150207.05253809763,387.5655461184568,262837.5211749246,49,4073.3642578125,1475.0244140625,7698.1201171875,2556557.666659355,1598.9239089648247,513243.896484375,318,20.9815886676921,6.283325616726703,45.81740703242912,67.92033479792278,8.241379423247226,18505.761204904433,47,0.09202163938492064,0.0244140625,0.318359375,0.003214089267948888,0.056692938431068186,11.5947265625,-329.6900329589844,97.97595977783203,-23.3233585357666,22.611249923706055,-3.393099784851074,3.1159627437591553,-23.096757888793945,3.490218162536621,-20.43332290649414,0.1419428288936615,-8.618757247924805,3.4310410022735596,-9.049671173095703,-5.240424156188965,-3.563852310180664,-9.51799488067627,-15.270225524902344,-2.6194911003112793,-9.201898574829102,-4.448700904846191
eNTERFACE05_Dataset\subject_38_m\happiness\sentence,3\s38_ha_3,38,m,happiness,3,828,0.14759786427021027,5.641174194437326e-10,49.68870162963867,1.3808255195617676,1.1750853061676025,2043.1971435546875,572,0.4240180552005768,0.09908698499202728,0.3147808611392975,554.6156005859375,54,0.020090127363801003,0.06445273011922836,0.0002847918658517301,0.016875777393579483,2.189823865890503,52,2625.4346969019425,883.7113661406858,6267.809567918774,1856452.1377688602,1362.5168394441444,286172.38196231175,53,2299.397458526171,1470.376242285289,3066.0412202015104,220676.53786618178,469.7622141745564,250634.3229793526,59,4802.101849197248,958.2275390625,8548.681640625,5111657.140151528,2260.8974192013948,523429.1015625,263,20.047577621377112,4.064435502561577,45.58912797285944,65.1567829318867,8.071975156793206,15296.301725110736,39,0.14015911697247707,0.0205078125,0.5888671875,0.017185033506520737,0.13109169884672614,15.27734375,-376.838134765625,82.95752716064453,0.8671906590461731,23.15083885192871,-3.756478786468506,11.423441886901855,-20.681413650512695,11.74083423614502,-15.809672355651855,-3.9563090801239014,-11.184453964233398,5.524194717407227,-9.276805877685547,2.74361515045166,-4.309783458709717,-5.60009241104126,-8.699426651000977,4.102628707885742,-9.013710021972656,1.1845402717590332
eNTERFACE05_Dataset\subject_38_m\happiness\sentence,4\s38_ha_4,38,m,happiness,3,387,0.18637630343437195,5.460673579982256e-10,69.51025390625,4.75859260559082,2.181419849395752,2059.271728515625,424,0.33480381965637207,0.10643325001001358,0.3262411057949066,349.5351867675781,34,0.01926814764738083,0.08086202293634415,0.00045755234896205366,0.02139047347009182,1.6763288974761963,31,2187.5614988682278,1206.034514538735,5618.213139058498,723070.6449273399,850.3356072324267,190317.8504015358,46,2392.627809890573,1471.388787680363,3132.2753209114085,184612.3169978757,429.6653546632259,208158.61946047985,45,4864.647595635776,2336.3525390625,8656.34765625,2367677.9332030546,1538.7260747784364,423224.3408203125,233,20.19803977890215,7.591529582761479,41.27280074002709,58.310893303073605,7.636156972134191,12300.60622535141,37,0.07793417744252873,0.01025390625,0.35791015625,0.004367035593503311,0.06608355009760986,6.7802734375,-418.6335754394531,81.01653289794922,-0.7625302672386169,37.19962692260742,11.36835765838623,10.62990951538086,-8.200663566589355,5.683403015136719,-12.788679122924805,4.415038108825684,-6.837002277374268,3.2982938289642334,-10.748551368713379,-1.642238974571228,0.27667465806007385,-1.1872799396514893,-12.164209365844727,1.2938889265060425,-5.994437217712402,-1.0867942571640015
eNTERFACE05_Dataset\subject_38_m\happiness\sentence,5\s38_ha_5,38,m,happiness,3,569,0.14102999866008759,6.135143504337748e-10,36.59611892700195,1.7801188230514526,1.334210991859436,1522.4188232421875,437,0.3970396816730499,0.10076607763767242,0.31743672490119934,404.98046875,49,0.019534936174750328,0.05166250467300415,0.0002752785221673548,0.016591519117355347,1.6604695320129395,36,2507.4418564607327,1235.2513860907516,5723.268908842312,1108059.0611407452,1052.6438434440897,213132.55779916228,42,2296.744210626917,1533.5731958433655,2951.107548441761,163458.2229431123,404.2996697291655,195223.25790328794,41,4928.69686351103,1894.921875,8053.41796875,3153753.54831887,1775.8810625486353,418939.2333984375,220,20.7065077814062,8.011758739503861,46.31281576052921,66.67454053076851,8.1654479687748,12320.372129936688,34,0.12380514705882353,0.025390625,0.4423828125,0.007772403637843148,0.08816123659433973,10.5234375,-371.3817443847656,81.8382797241211,-18.161209106445312,22.053592681884766,-3.530225992202759,5.093298435211182,-22.55709457397461,1.9032166004180908,-16.30046844482422,6.5365471839904785,-6.8764190673828125,5.547445297241211,-13.097894668579102,4.579869747161865,-2.131535768508911,-5.564896106719971,-13.896408081054688,1.265458106994629,-12.225031852722168,-3.10792875289917
eNTERFACE05_Dataset\subject_38_m\sadness\sentence,1\s38_sa_1,38,m,sadness,4,611,0.015119736082851887,6.4941479971381e-10,5.025693893432617,0.026613658294081688,0.16313692927360535,215.06312561035156,649,0.45436713099479675,0.09853948652744293,0.31391000747680664,610.66943359375,53,0.0060357945039868355,0.018115082755684853,3.060337985516526e-05,0.00553203234449029,0.6760089993476868,60,2481.756169592996,985.3748352916648,5560.826979017795,1257406.525432821,1121.3413955762182,277956.69099441555,62,2436.0376907724108,1597.2806006842839,3106.089247048582,265843.52190339804,515.6001570048229,272836.22136651,63,5099.52392578125,1507.32421875,8214.9169921875,4851947.472766042,2202.713661093071,571146.6796875,276,19.13877764741899,4.7791395312229525,46.42717983711881,56.667371653328274,7.527773352946293,15004.801675576487,55,0.11377389090401786,0.01171875,0.44677734375,0.008459949048654158,0.09197798132517455,12.74267578125,-485.09368896484375,86.95203399658203,2.486161470413208,32.643863677978516,2.931177854537964,16.889156341552734,-15.037004470825195,5.90770959854126,-13.539565086364746,8.418858528137207,-7.537418842315674,10.07399845123291,-7.803575038909912,8.434907913208008,-0.6710424423217773,3.076310634613037,-12.915627479553223,-0.18048188090324402,-5.509939670562744,0.615487277507782
eNTERFACE05_Dataset\subject_38_m\sadness\sentence,2\s38_sa_2,38,m,sadness,4,818,0.04801493138074875,6.428692578275275e-10,33.53590774536133,0.3956131637096405,0.62897789478302,1012.2507934570312,864,0.42248114943504333,0.09551193565130234,0.309050053358078,841.5824584960938,70,0.009989934973418713,0.03720610588788986,0.00011442051618359983,0.010696752928197384,1.6583292484283447,86,2485.8141542908334,829.2081949971682,6019.223614810359,1093863.7109731373,1045.879395997998,412645.1496122783,98,2319.3367030162817,1302.031057691797,3261.3209387458746,222735.72751787878,471.9488611257355,385009.89270070277,99,4936.811111634036,1141.259765625,8527.1484375,3468332.607962255,1862.345995770457,819510.64453125,418,19.476643839385606,6.462165843326447,43.032412271797135,59.201709883044174,7.694264739599501,22631.860141366073,84,0.11499611728162651,0.01611328125,0.365234375,0.0046812561275063,0.06841970569584686,19.08935546875,-437.2658996582031,84.49029541015625,-5.475800514221191,31.979751586914062,-0.177626833319664,12.474126815795898,-16.817638397216797,2.650651216506958,-13.245302200317383,4.322140693664551,-9.64998722076416,2.5501937866210938,-5.789184093475342,6.707955837249756,1.6896185874938965,-2.238340139389038,-12.652520179748535,-1.4758274555206299,-5.966408729553223,-3.9827725887298584
eNTERFACE05_Dataset\subject_38_m\sadness\sentence,3\s38_sa_3,38,m,sadness,4,958,0.08963166177272797,5.245438527978763e-10,55.331451416015625,1.079537034034729,1.0390076637268066,1866.8482666015625,785,0.3647223114967346,0.0958605483174324,0.30961355566978455,717.7734985351562,75,0.014906678348779678,0.04798389971256256,0.00017328964895568788,0.013163953088223934,2.444695234298706,61,2286.8124624276566,921.2998538058923,5971.778919272675,1121731.761928017,1059.11838900475,375037.2438381357,83,2260.917379339313,1325.7945905182821,3057.0206313743906,276139.47933929693,525.4897518879859,370790.4502116473,78,4661.085026438644,1453.4912109375,8731.7138671875,4055455.2459742283,2013.8160904050371,764417.9443359375,415,19.750219898877543,5.885206726606057,42.593678879282166,56.86915583790367,7.541164090371172,22673.25244391142,53,0.09876976943597561,0.02099609375,0.4990234375,0.005777689156824461,0.07601111206149047,16.1982421875,-400.3802490234375,93.67692565917969,-8.034351348876953,23.096805572509766,-1.2487478256225586,8.716761589050293,-13.045550346374512,-2.4294073581695557,-18.184926986694336,8.041672706604004,-2.300532102584839,7.892374038696289,-8.041463851928711,-2.412473678588867,-3.7537879943847656,0.17052385210990906,-13.417475700378418,-3.8491063117980957,-10.441679000854492,-2.6210319995880127
eNTERFACE05_Dataset\subject_38_m\sadness\sentence,4\s38_sa_4,38,m,sadness,4,434,0.05152608081698418,3.313144758543274e-10,46.068931579589844,0.570959746837616,0.7556188106536865,615.1183471679688,475,0.4167982041835785,0.09461439400911331,0.30759453773498535,470.14837646484375,27,0.009082343429327011,0.043661631643772125,0.0001453379081794992,0.012055616825819016,0.8537402749061584,46,2529.3618652733103,1067.368637869332,5808.221878280827,1066610.3140181657,1032.768277019664,237760.01533569116,48,2364.660011123362,1301.6079295295033,3029.211218800162,320593.6853868192,566.2099304911732,222278.041045596,52,5173.810204039229,1894.921875,7838.0859375,3940332.0633119154,1985.0269679054527,486338.1591796875,223,19.079804836283657,7.123898080678833,44.57181975044658,57.698542311892275,7.595955654945089,12554.511582274647,37,0.12581553357712766,0.0361328125,0.49462890625,0.007956714773674583,0.0892004191339625,11.82666015625,-459.9248352050781,85.52288055419922,-5.5937604904174805,19.500202178955078,-0.2322302609682083,8.18176555633545,-13.040117263793945,1.89473557472229,-16.906158447265625,5.804366111755371,-1.9764111042022705,8.416704177856445,-0.9306449890136719,0.7914141416549683,-4.561469554901123,0.23322650790214539,-7.344639778137207,-1.282267689704895,-4.628448486328125,-0.8859570026397705
